,channel_name,category,category_ID,length_of_channel_description,age_of_channel,channel_publishe_year,channel_publishe_month,subscriber_count,views,total_videos,single_playlist_id
212,Selena Gomez,Music,10,38,5385,2008,2,31700000,11889799221,188,UUPNxhDvTcytIdvwXWAm43cA
213,DisneyMusicVEVO,Music,10,797,4553,2010,5,30700000,25774079982,1843,UUgwv23FVv3lqh567yagXfNg
214,Trap Nation,Music,10,281,3696,2012,9,30500000,13609159610,2546,UUa10nxShhzNrCE1o2ZOPztg
215,ImagineDragons,Music,10,54,4843,2009,8,29300000,15034392227,82,UUT9zcQNlyht7fRlcjmflRSA
216,Maluma,Music,10,0,1689,2018,3,28900000,20060522355,21,UUlZuKq2m0Qu-HkopkSBLpEw
217,Ultra Records,Music,10,499,5857,2006,10,28900000,16469294062,4717,UU4rasfm9J-X4jNl9SvXp8xA
218,Drake,Music,10,0,4902,2009,6,27200000,13526602122,55,UUByOQJjav0CUDwxCk-jVNRQ
219,Wiz Khalifa,Music,10,74,5294,2008,5,26700000,12759927281,601,UUVp3nfGRxmMadNDuVbJSk8A
220,Michael Jackson,Music,10,110,6346,2005,6,26600000,13064579946,8,UU5OrDvL9DscpcAstz7JnQGA
221,WORLDSTARHIPHOP,Music,10,834,5111,2008,11,26100000,19695428698,6524,UU-yXuc1__OzjwpsJPlxYUCQ
222,TaylorSwiftVEVO,Music,10,82,4926,2009,5,25800000,23852939655,261,UUANLZYMidaCbLQFWXBC95Jg
223,Beyoncé,Music,10,29,6208,2005,11,25300000,16199114327,233,UUuHzBCaKmtaLcRAOoazhCPA
224,RihannaVEVO,Music,10,82,4926,2009,5,25100000,18419140605,116,UU2xskkQVFEpLcGFnNSLQY0A
225,Nicki Minaj,Music,10,75,3357,2013,8,24900000,9645017029,39,UU3jOd7GUMhpgJRBhiLzuLsg
226,EminemVEVO,Music,10,81,4926,2009,5,24900000,19219152546,104,UU20vb-R_px4CguHzzBPhoyQ
227,KatyPerryVEVO,Music,10,85,4711,2009,12,24800000,22957673309,172,UU-8Q-hLdECwQmaWNwXitYDw
228,Post Malone,Music,10,60,3979,2011,12,24600000,13019045020,62,UUeLHszkByNZtPKcaVXOCOQQ
229,David Guetta,Music,10,223,4713,2009,12,24600000,16368802787,660,UU1l7wYrva1qCH-wgqcHaaRg
230,Chris Brown,Music,10,951,5800,2006,12,24100000,14187761476,23,UUcYrdFJF7hmPXRNaWdrko4w
231,DJ Snake,Music,10,300,5156,2008,9,23700000,7865781088,213,UU_x8HoD18XJkILQBreVENUQ
232,Enrique Iglesias,Music,10,999,5687,2007,4,23200000,16730716848,426,UU-6czyMkxDi8E8akPl0c7_w
233,The Chainsmokers,Music,10,0,3697,2012,9,22400000,13548537216,155,UUq3Ci-h945sbEYXpVlw7rJg
234,Lady Gaga,Music,10,138,5288,2008,5,22200000,14302080393,172,UUNL1ZadSjHpjm4q9j2sVtOA
235,Sia,Music,10,63,5466,2007,11,22000000,12478414773,149,UUN9HPn2fq-NL8M5_kp4RWZQ
236,Charlie Puth,Music,10,0,4806,2009,9,21300000,9014335924,143,UUwppdrjsBPAZg5_cUwQjfMQ
237,Kids TV - Nursery Rhymes And Baby Songs,Music,10,782,3355,2013,8,20800000,12163513607,3533,UU7Pq3Ko42YpkCB_Q4E981jw
238,Becky G,Music,10,606,4079,2011,9,20700000,9839890599,73,UUgtNC51EUSgcZ6kKyVoPxKA
239,Tekashi 6ix9ine,Music,10,40,1675,2018,4,20500000,5428031649,25,UUF6jRAgCbSanHolKt0Vt6Qw
240,Skrillex,Music,10,976,4597,2010,4,20000000,6379800050,180,UU_TVqp_SyG6j5hG-xVRy95A
241,Vevo,Music,10,82,6050,2006,4,20000000,550318902,1532,UU2pmfLm7iq6Ov1UwYrWYkZA
242,Romeo Santos,Music,10,79,6239,2005,10,19900000,15499539428,51,UUyxbZF7_PK4nLiexj0kkCNg
243,Pentatonix,Music,10,997,4075,2011,9,19800000,5757024504,229,UUmv1CLT6ZcFdTJMHxaR9XeA
244,Linkin Park,Music,10,0,5822,2006,11,19500000,12145927061,592,UUZU9T1ceaOgwfLRq7OKFU4Q
245,shakiraVEVO,Music,10,82,4813,2009,9,18400000,22942364922,191,UUGnjeahCJW1AF34HBmQTJ-Q
246,Farruko,Music,10,475,4755,2009,10,18200000,8791004390,197,UUqFhfan_P2AmGVB1X2B-3Aw
247,ArianaGrandeVevo,Music,10,66,4399,2010,10,17800000,19294094196,177,UU0VOyT2OCBKdQhF3BAbZ-1g
248,Demi Lovato,Music,10,1,5394,2008,1,17800000,6615168004,302,UUZkURf9tDolFOeuw_4RD7XQ
249,Lele Pons,Music,10,33,2605,2015,9,17700000,5000955012,154,UUi9cDo6239RAzPpBZO9y5SA
250,Sebastián Yatra,Music,10,64,3508,2013,3,17600000,9651917519,214,UUssFxr-IdIa-wpG3jUXYrmw
251,7clouds,Music,10,520,3452,2013,5,17400000,12373685267,2061,UUNqFDjYTexJDET3rPDrmJKg
252,LuisFonsiVEVO,Music,10,102,4926,2009,5,17100000,14133979692,96,UULp8RBhQHu9wSsq62j_Md6A
253,Jason Derulo,Music,10,262,5221,2008,7,17000000,8979887149,483,UUe3yZzUwpmy2eKKmF9svX0Q
254,SonyMusicSouthVEVO,Music,10,311,3037,2014,7,16900000,15857565660,4357,UUTNtRdBAiZtHP9w7JinzfUg
255,Miley Cyrus,Music,10,33,4800,2009,9,16300000,6394607418,124,UUn7dB9UMTBDjKtEKBy_XISw
256,Boyce Avenue,Music,10,958,5544,2007,9,16100000,6327870940,444,UUgc00bfF_PvO_2AvqJZHXFg
257,Jennifer Lopez,Music,10,43,6197,2005,11,15900000,9699099884,225,UUr8RjWUQ_9KYcIPmWiqBroQ
258,Pitbull,Music,10,235,5968,2006,7,15900000,11719401273,321,UUv8nzwVPQDRjkPCkEsOdEwA
259,DopeLyrics,Music,10,556,2341,2016,6,15900000,9858258770,1971,UUvR2R7j218tzejtTsb_X6Rw
260,zayn,Music,10,24,2476,2016,1,15100000,4644146898,14,UU3PdiRW5dUA4V70ueeR1eHA
261,Major Lazer Official,Music,10,333,4938,2009,4,14700000,9013928224,414,UUMJ5Qf3sOvQpcYiai1Noa3Q
262,Maroon5VEVO,Music,10,83,4926,2009,5,14600000,19219050618,143,UUN1hnUccO4FD5WfM7ithXaw
263,MattyBRaps,Music,10,237,4542,2010,5,14600000,3331862598,180,UUmdY1pHB-KbFYxOyhwjVeQw
264,SelenaGomezVEVO,Music,10,87,4730,2009,11,14500000,10555787801,185,UUjK8ORC71kwyj1DWFwril_A
265,Fifth Harmony,Music,10,66,3545,2013,2,14400000,7631623134,67,UUMtpmPs9end-dTNwVq16g4Q
266,MalumaVEVO,Music,10,98,4162,2011,6,14100000,18199936767,177,UUFkoPRmuxqr37jvGmmpzhzQ
267,50 Cent,Music,10,144,5750,2007,2,14000000,9034497590,417,UU8zJedg1f4sKnyuHWeS6vyw
268,melanie martinez,Music,10,1000,5482,2007,11,14000000,3944968148,96,UU2YnEq5Fc5_zEO6bo0oNzCQ
269,Lindsey Stirling,Music,10,353,5649,2007,5,13400000,3593834506,185,UUyC_4jvPzLiSkJkLIkA7B8g
270,Atlantic Records,Music,10,982,5805,2006,12,13400000,11922932891,1472,UUe4LM_eKc9ywRmVuBm5pjQg
271,Conor Maynard,Music,10,459,6015,2006,5,13200000,2631888529,283,UUpmD3iT-8TQzRuygIiS9bAw
272,twenty one pilots,Music,10,195,4810,2009,9,13000000,4807013427,175,UUBQZwaNPFfJ1gZ1fLZpAEGw
273,EnriqueIglesiasVEVO,Music,10,934,4926,2009,5,12900000,14845194982,136,UUVttQE6tS_agDSAU61Q65aA
274,BeyoncéVEVO,Music,10,0,4813,2009,9,12800000,13444105348,169,UU9zX2xZIJ4cnwRsgBpHGvMg
275,NickiMinajAtVEVO,Music,10,86,4602,2010,4,12700000,8522925659,98,UUaum3Yzdl3TbBt8YUeUGZLQ
276,Meghan Trainor,Music,10,977,5268,2008,6,12600000,7464359963,109,UUkXgEcpoTE4tHsebYBouWpA
277,Lana Del Rey,Music,10,157,4203,2011,5,12500000,5953581670,40,UUqk3CdGN_j8IR9z4uBbVPSg
278,Future,Music,10,520,4010,2011,11,12300000,9074608456,48,UUSDvKdIQOwTfcyOimSi9oYA
279,Migos ATL,Music,10,113,3946,2012,1,12200000,6525582848,100,UU9YcTIQuhwgoOQqYMKYqW9A
280,Avril Lavigne,Music,10,70,6238,2005,10,12000000,5789142510,156,UU_k8KFBzEf0uQ8LRFSAgSUA
281,ChrisBrownVEVO,Music,10,86,4770,2009,10,12000000,12876799500,293,UUm1dsgJNnhaLkY3uAdqN4mA
282,Akon,Music,10,902,6210,2005,11,12000000,5565084896,37,UU6IBMCQ6-d7p41KHxOsq4RA
283,YoungBoy Never Broke Again,Music,10,274,2863,2015,1,11900000,11672442288,561,UUlW4jraMKz6Qj69lJf-tODA
284,Luan Santana,Music,10,0,4989,2009,3,11900000,5167576495,377,UU6rwiIxv0w2fbmmr66wl1rA
285,Natti Natasha,Music,10,275,2787,2015,3,11900000,7488286964,141,UUu59H8LNti6mwvcGRMge5PA
286,CNCO,Music,10,1000,2523,2015,12,11800000,6989099998,183,UUqtHOqxV71OQ-fmLdI8rBYw
287,CalvinHarrisVEVO,Music,10,88,4770,2009,10,11800000,13813926174,174,UUaHNFIob5Ixv74f5on3lvIw
288,Black Eyed Peas,Music,10,140,5746,2007,2,11700000,9848402519,54,UUBFaOy1_APEXEyA6Gws_Y1g
289,P!NK,Music,10,0,5800,2006,12,11700000,7391750069,16,UUE5yTn9ljzSnC_oMp9Jnckg
290,Halsey,Music,10,156,3143,2014,3,11600000,4549885748,52,UUOCgB3xd-B-1qAm-hR9OLrA
291,Biper y sus Amigos,Music,10,418,3958,2012,1,11500000,5102194009,131,UUYslmQ8uJYORVagKOtejwAQ
292,Lil Wayne,Music,10,200,3555,2013,2,11500000,5557199078,255,UUO9zJy7HWrIS3ojB4Lr7Yqw
293,Kendrick Lamar,Music,10,0,1532,2018,8,11400000,5039144305,20,UU3lBXcrKFnFAFkfVk5WuKcQ
294,Genius,Music,10,316,4036,2011,10,11200000,2957870803,2835,UUyFZMEnm1il5Wv3a6tPscbA
295,Doja Cat,Music,10,992,1549,2018,8,11200000,5818971458,25,UUzpl23pGTHVYqvKsgY0A-_w
296,ChainsmokersVEVO,Music,10,92,3667,2012,10,11100000,11567226716,246,UURzzwLpLiUNIs6YOPe33eMg
297,Tyga,Music,10,34,4875,2009,7,11100000,5361391598,160,UU-Eh1lR_tWVtv9AvxLybMtQ
298,DemiLovatoVEVO,Music,10,97,4926,2009,5,11100000,5612837227,228,UUnyB9MYKRkSFK3IIB32CoVw
299,WWE,Sports,17,434,5658,2007,5,91700000,72262173637,64874,UUJ5v_MCY6GNUBTO8-D3XoAg
300,Dude Perfect,Sports,17,90,4982,2009,3,58400000,15060704037,305,UURijo3ddMTht_IHyNSNXpNQ
301,NBA,Sports,17,589,6194,2005,11,19400000,11091953360,43010,UUWJ2lWNubArHWmf3FIHbfcQ
302,UFC - Ultimate Fighting Championship,Sports,17,629,6091,2006,3,14500000,5800840495,12825,UUvgfXK4nTYKudb0rFR6noLA
303,DALLMYD,Sports,17,811,4296,2011,2,13000000,1747589014,388,UUI4fHQkguBNW3SwTqmehzjw
304,DemolitionRanch,Sports,17,29,4325,2011,1,11100000,2204239377,583,UUBvc7pmUp9wiZIFOXEp1sCg
305,GoPro,Sports,17,201,4988,2009,3,10600000,3164221690,2422,UUqhnX4jA0A5paNd1v-zEysw
306,NFL,Sports,17,223,2884,2014,12,10100000,7389354664,27009,UUDVYQ4Zhbm3S2dlz7P1GBDg
307,ESPN,Sports,17,219,6215,2005,10,8770000,9181801246,59373,UUiWLfSweyRNmLpgEHekhoAg
308,Jesser,Sports,17,119,3772,2012,7,8720000,2024537488,1126,UUQIUhhcmXsu6cN6n3y9-Pww
309,SportsNation,Sports,17,93,4879,2009,6,8300000,11385852260,2906,UUQZi2YXSxc6BSK4mZHql8ag
310,THENX,Sports,17,37,3561,2013,2,7520000,586416837,366,UUqjwF8rxRsotnojGl4gM0Zw
311,That's Amazing Shorts,Sports,17,54,645,2021,1,7400000,3614879215,161,UUhfTcl5XfdTUCjkfuro982Q
312,hickok45,Sports,17,826,5783,2007,1,7080000,2061517130,2431,UUvB3solmhqtgDeLpD-yTtfg
313,House of Highlights,Sports,17,87,1748,2018,1,6400000,7221832123,26763,UUqQo7ewe87aYAe7ub5UqXMw
314,Chris Smoove,Sports,17,92,6075,2006,3,5110000,3544436445,9782,UUnzbVkknmqhRqUKg7RDTDeg
315,Parkour,Sports,17,82,1830,2017,11,5100000,850020991,349,UUMTME4Wi2KuObb5dA8763jg
316,WORKOUT,Sports,17,718,4149,2011,6,4880000,349072459,809,UU7t6QJ4u8qF8pI-vibX-BUQ
317,FlightReacts,Sports,17,25,2604,2015,9,4830000,358501404,798,UU_k0qgMNIW2VmTQKjFsbXDw
318,That's Amazing,Sports,17,317,3830,2012,5,4660000,1359431560,125,UUSlyP9TyhaqjucGL5sdpQGg
319,IMPACT Wrestling,Sports,17,874,6100,2006,2,4510000,2148315203,3364,UUOp8wkVqdrWbFYHjDv946QQ
320,Omar Raja - ESPN,Sports,17,139,5732,2007,2,4300000,6728417926,1256,UUx18ywTcohtS9lpNXt8noWQ
321,BlacktipH,Sports,17,428,5356,2008,3,4150000,1623211015,596,UUL0L7RQ8mrO10OLRlWPoq6A
322,ATHLEAN-X Español,Sports,17,207,2620,2015,9,4120000,453626505,446,UUAR76PvwLHcHqnbqFIos_Xg
323,MLB,Sports,17,0,6160,2005,12,4020000,3507132067,286706,UUoLrcjPV5PbUrUyXq5mjc_A
324,Ballislife,Sports,17,647,5702,2007,3,3580000,1295152816,2648,UU_zgOsTPdML6tol9hLYh4fQ
325,iFutGol,Sports,17,239,2513,2015,12,3560000,902870258,166,UU8Cnju7jUexz961DN_MkJIw
326,Beyond Wrestling,Sports,17,73,5051,2009,1,3510000,1123643288,2502,UUy91SdPgEDZnCHHm5ag32yQ
327,Workout 4D,Sports,17,155,1873,2017,9,3500000,246909493,587,UU8-9mdGBP5dtxEKJM2E9bHA
328,All Elite Wrestling,Sports,17,996,1475,2018,10,3440000,1421173469,3830,UUFN4JkGP_bVhAdBsoV9xftA
329,TKHD,Sports,17,5,1912,2017,8,3410000,1312444025,75,UUSpvzqzfRAJGAWcuYjxWRbw
330,Shoaib Akhtar,Sports,17,565,1377,2019,1,3380000,325848623,398,UUeWqACGRU5gT0BXeFhrixWA
331,Muscle Madness,Sports,17,228,2604,2015,9,3280000,856679879,492,UUlFbb1ouXVZzjMB9Yha5nAQ
332,XHIT Daily,Sports,17,325,3753,2012,7,3240000,537015183,694,UUM1Nde-9eorUhq-teaWlgUA
333,Sports Central,Sports,17,501,1888,2017,9,3220000,1523157251,10824,UU-fzWbU1zavz77kP1gPPdSg
334,Deny Montana,Sports,17,270,4866,2009,7,3210000,1171962146,496,UUzmO2w9-4d0-YyT_JlDDM1A
335,Jiggin' With Jordan,Sports,17,273,3435,2013,6,3150000,405666587,632,UUlqx4vYPFEKZD-i6VcL3qsw
336,Soccer Stories - Oh My Goal,Sports,17,483,4428,2010,9,3130000,1030607524,2373,UUoNoB5_bbbmvVrlOoePltSA
337,Monster Energy,Sports,17,617,6073,2006,3,3100000,553372215,983,UUg1uYO329KcAEN-PQdoQMKQ
338,fightTIPS,Sports,17,675,5455,2007,11,3070000,370287527,1146,UUlKgO_YP3pcIVeav2g_k6hw
339,Global Cycling Network,Sports,17,638,3775,2012,7,3020000,1027412307,4356,UUuTaETsuCOkJ0H_GAztWt0Q
340,ThrasherMagazine,Sports,17,24,5879,2006,10,2990000,945345428,6043,UUt16NSYjauKclK67LCXvQyA
341,DAZN Boxing,Sports,17,288,1622,2018,5,2970000,1227757681,3584,UUurvRE5fGcdUgCYWgh-BDsg
342,T Sports,Sports,17,146,765,2020,10,2930000,416039728,6531,UU2t9imwIR7xlDfma3CmRKJQ
343,Bleacher Report,Sports,17,164,5532,2007,9,2860000,1850537726,8330,UU9-OpMMVoNP5o10_Iyq7Ndw
344,Whistle,Sports,17,557,5899,2006,9,2780000,1374402518,1780,UUZFhj_r-MjoPCFVUo3E1ZRg
345,STREETBEEFS,Sports,17,764,5336,2008,3,2780000,672604002,2533,UUCA9jYYLcoteMaqynrIAylA
346,JackieMT,Sports,17,90,2477,2016,1,2740000,910791923,86,UUtk1Yv__Jcsw2NWbmZcCqsA
347,Dylan Anderson,Sports,17,40,4445,2010,9,2770000,4251942251,492,UUpuT8AlP9P9EgW_pZ0_xInQ
348,Hyperloop,Sports,17,755,2009,2017,5,2730000,889158721,175,UUGvF47lmhFeNQvj03puADVg
349,Simeon Panda,Sports,17,804,6012,2006,5,2710000,207222405,357,UU_Ih0f1H_eyHeLLT0Tzuh8g
350,ESPN Deportes,Sports,17,188,1277,2019,5,2710000,1700499883,22310,UU08mnbiC4FykqpHqbEWgFcg
351,REBOUND,Sports,17,38,2174,2016,11,2650000,619953479,161,UUVepIJedg6BMQeSgjPY4e6A
352,SV2,Sports,17,112,3803,2012,6,2600000,506453049,451,UU-mw3KFSWpZnU4wW7jRZOTw
353,Larry Wheels,Sports,17,162,3363,2013,8,2570000,772026766,790,UUeU05pwtEAreeF81saVb9XQ
354,NBC Sports,Sports,17,790,3925,2012,2,2570000,1843950635,19758,UUqZQlzSHbVJrwrn5XvzrzcA
355,World Street Fight Championship,Sports,17,103,4153,2011,6,2540000,1186676635,4006,UU6uVHEgl379D_2a1kq0s6Kw
356,Kristopher London,Sports,17,109,3740,2012,8,2530000,388144775,738,UUUJ0Qif41Vfwds2Q_k6HO2g
357,AllAttack,Sports,17,117,2932,2014,10,2510000,209674191,194,UU0Ik25PHaiHCbfGrzu-lBFQ
358,Berm Peak,Sports,17,435,2837,2015,1,2480000,644660876,444,UUu8YylsPiu9XfaQC74Hr_Gw
359,That's why MMA!,Sports,17,169,1381,2019,1,2400000,1024365363,704,UU3MKthObYINWXgPuNbjpsmQ
360,Skip and Shannon: UNDISPUTED,Sports,17,285,2272,2016,8,2380000,2032480917,6787,UULXzq85ijg2LwJWFrz4pkmw
361,That'll Work,Sports,17,809,1392,2019,1,2380000,1188370913,184,UUja3KvshI_GvYMf9XjIwF4g
362,Overtime,Sports,17,495,2159,2016,12,2350000,654515772,1555,UUPHKMJbis1c0R7d7WJQ35tA
363,Guru Mann Fitness,Sports,17,896,2528,2015,12,2350000,161745517,411,UUGMOauU8dOd4mv2bT3Tx57w
364,Đỗ Kim Phúc - Freestyle Football,Sports,17,821,2201,2016,10,2330000,850428072,988,UUFF85Rdo1MqYCFxfmByBOdw
365,MMG,Sports,17,28,2859,2015,1,2320000,997021284,2085,UUaYxyR9mzVlTrOOyZD0XAmA
366,ufcespanol,Sports,17,722,4309,2011,1,2320000,293019864,5210,UUYXJFtx4SUkrb2p_8mhLPzQ
367,ILoveBasketballTV,Sports,17,266,3810,2012,6,2250000,38970935,419,UUgP1mu1UXba9r2owhCHo--g
368,Brodie Smith,Sports,17,192,5767,2007,1,2200000,389776900,448,UUixstNkzkK0aUzo6N9OVl6Q
369,JxmyHighroller,Sports,17,201,5462,2007,11,2170000,359469088,168,UU3L9XPe0_FGfRG-CMGtBvFg
370,ROCCOPIAZZAVLOGS,Sports,17,441,3486,2013,4,2160000,519121313,1083,UUDZE4wv5vQ5HYkADnc9FggQ
371,Thunder Freerunning,Sports,17,631,1249,2019,6,2140000,368276132,185,UUCOIESyMbbWwsR_MBuczDwA
372,2HYPE,Sports,17,30,1274,2019,5,2150000,493310611,188,UUY4AlDv6wL2qhrX29iwdqAg
373,YoBoy PIZZA,Sports,17,151,3170,2014,3,2120000,811339760,1704,UUIa6iQD0ecZols-CUuMdNAw
374,Joga Sport,Sports,17,54,2393,2016,4,2080000,532693917,172,UUQOG6dlu8hVZXHNd70vmrJA
375,GYM BODY MOTIVATION,Sports,17,431,1762,2018,1,2070000,268933455,606,UU6vkKAsph6kZuAsC5Q8MVNQ
376,Top View Viral,Sports,17,286,3303,2013,10,2040000,285762303,284,UUFTQHUTHcshtMNO9nkCecgg
377,The Pat McAfee Show,Sports,17,0,1901,2017,8,2020000,1297757307,5562,UUxcTeAKWJca6XyJ37_ZoKIQ
378,Pistolas Fritas,Sports,17,819,3529,2013,3,2010000,212438161,296,UU0XDoSl8rSdW3WiZuK9v8fA
379,Lunkers TV,Sports,17,34,2650,2015,8,2000000,355649290,1148,UUt_ePtr2GAaHMvlVo6Jnq_g
380,Houston Jones,Sports,17,880,2640,2015,8,1990000,298747056,348,UUNRW1846nhED2nBdOSAKteA
381,Jesse James West,Sports,17,355,2365,2016,5,2000000,319193802,478,UUEjIjshJ8bvvCkGNk0pkYcA
382,CliveNBAParody,Sports,17,617,3449,2013,5,1950000,1731479311,4767,UUSGkhjEMPDq0iPb0JHb_w5Q
383,HNB Media TV - Highlights & Sports,Sports,17,938,1953,2017,7,1920000,1436253124,9697,UUoh_z6QB0AGB1oxWufvbDUg
384,Global Mountain Bike Network,Sports,17,653,2923,2014,11,1910000,514934158,3043,UU_A--fhX5gea0i4UtpD99Gg
385,The Best Fighter In The World,Sports,17,0,523,2021,6,1890000,1005815792,619,UUIySS97enOIiKc5FxkVdjBw
386,ESPN FC,Sports,17,0,1615,2018,6,1860000,1505904026,14861,UU6c1z7bA__85CIWZ_jpCK-Q
387,Gym Topz,Sports,17,549,2980,2014,9,1860000,161100137,1202,UUcSpNl-Ff-ktEy-aLP1_NxA
388,Top Rank Boxing,Sports,17,152,4864,2009,7,1850000,661599949,4154,UUbzRzJNHx7ZLlJML9BjZQVQ
389,AskDoctorJo,Sports,17,987,3804,2012,6,1830000,219861898,860,UUjdxelARHGq3-3dN_neMOAQ
390,Fitwork Nation,Sports,17,110,3405,2013,7,1830000,234553221,535,UUO9LolGoqWPfwrp78IfYTmA
391,NHL,Sports,17,60,5855,2006,10,1790000,1258636845,27052,UUqFMzb-4AUf6WAIbl132QKA
392,Imparable.Tv,Sports,17,360,4247,2011,3,1790000,206581774,995,UUs73lmiI_-JXj_7mjCOiPIg
393,Kung Fu & Tai Chi Center w/ Jake Mace,Sports,17,542,5451,2007,12,1780000,202532056,1241,UUWYtZYH4kcbMm29liIOSGQQ
394,Mike Korzemba,Sports,17,120,3471,2013,5,1740000,456639088,555,UUp3dgMf1OUP2XqOpyOY2bzQ
395,RIDE Channel,Sports,17,429,4273,2011,2,1720000,492533240,4074,UUX9_Ks1MXuwXCmtt0fOFsxA
396,Nike,Sports,17,432,6087,2006,3,1710000,425407569,443,UUUFgkRb0ZHc4Rpq15VRCICA
397,Rebeca Rubio,Sports,17,138,4168,2011,6,1700000,108034269,300,UUWmjjF4PlvE_ax1O2Oq1VXA
398,BrothersOfDestruction22,Sports,17,430,3170,2014,3,1700000,76978465,679,UU065Z0TfgG7o1cT7uSPWP8A
399,ChrisFix,Autos & Vehicles,2,882,5212,2008,7,9220000,1484111652,376,UUes1EvRjcKU4sY_UEavndBw
400,Donut Media,Autos & Vehicles,2,977,2677,2015,7,7080000,1991625830,1254,UUL6JmiMXKoXS6bpP1D3bk8g
401,MotorTrend Channel,Autos & Vehicles,2,222,6084,2006,3,6750000,1481576289,2951,UUsAegdhiYLEoaFGuJFVrqFQ
402,Scotty Kilmer,Autos & Vehicles,2,248,5558,2007,8,5370000,2092007249,4402,UUuxpxCCevIlF-k-K5YU8XPA
403,Hoonigan,Autos & Vehicles,2,134,4407,2010,10,5150000,1053830357,1024,UUXlfi8sf6cKGQ8sOd0-yRuw
404,Salomundo,Autos & Vehicles,2,197,1836,2017,10,4340000,496477501,238,UUu1Al_bQJxIWJv0OjW3eFlg
405,TheStradman,Autos & Vehicles,2,324,3754,2012,7,3950000,925342302,1022,UU21Kozr_K0yDM-VjoihG9Aw
406,Adam LZ,Autos & Vehicles,2,889,3563,2013,2,3560000,905353889,1669,UUXIYLgIp6DYZHjmUUUXErmg
407,Jay Leno's Garage,Autos & Vehicles,2,499,5078,2008,12,3430000,822560205,889,UUQMELFlXQL38KPm8kM-4Adg
408,Engineering Explained,Autos & Vehicles,2,497,4153,2011,6,3340000,600854232,912,UUlqhvGmHcvWL9w3R48t9QXQ
409,1320video,Autos & Vehicles,2,363,6017,2006,5,3290000,1304865870,2384,UU0PXqiud6dbwOAk8RvslgpQ
410,DASH CAM CN,Autos & Vehicles,2,446,362,2021,11,3210000,2407657455,2681,UU3gXR8OWDAW1c8n9VWUvnGA
411,MrZygy3,Autos & Vehicles,2,917,4078,2011,9,3150000,1378559296,3504,UUw_2Hr1DJTS1Y1h9C1LbZWA
412,ILYA STREKAL,Autos & Vehicles,2,97,3584,2013,1,2980000,477656604,379,UUgQ1CeGtjCbkvslmG3zTAFA
413,Yi toystore,Autos & Vehicles,2,0,419,2021,9,2920000,1821621534,570,UUpDGTrpbKQ7wyUyrRNKnLeA
414,Westen Champlin,Autos & Vehicles,2,55,4617,2010,3,2750000,234275893,146,UUhRlaISXbl2gECFAmDzxgzg
415,DirtBike Lunatic,Autos & Vehicles,2,527,3124,2014,4,2690000,784739797,959,UUUsjtDtVf6qyxigW-30ww4w
416,Comedy Kids,Autos & Vehicles,2,84,1004,2020,2,2600000,1445497331,617,UUKKnU1JXr7kLk6GFU2ptKFg
417,YOUCAR,Autos & Vehicles,2,226,4665,2010,1,2420000,1197210070,4396,UUW2OUlFrrWiZvSsZRwOYmNg
418,Shmee150,Autos & Vehicles,2,638,5966,2006,7,2400000,986591129,4585,UUIRgR4iANHI2taJdz8hjwLw
419,Tesla,Autos & Vehicles,2,120,5812,2006,12,2290000,223815319,285,UU5WjFrtBdufl6CZojX3D8dQ
420,Hagerty,Autos & Vehicles,2,378,5666,2007,5,2260000,436544336,1251,UULgEVx4mzk3T3mzgbKG54Eg
421,Vehicle Virgins,Autos & Vehicles,2,336,3950,2012,1,2250000,653875799,1752,UUtS0JcoBgAIEjmifiip8IJg
422,Ford Motor Company,Autos & Vehicles,2,470,6213,2005,11,2220000,110725302,617,UUKA96UxTdgFBwGZMGZ-135w
423,Tavarish,Autos & Vehicles,2,128,6103,2006,2,2210000,362019237,533,UUvAhDxNNUDhi78tMXVGBUaQ
424,AMMO NYC,Autos & Vehicles,2,177,3855,2012,4,2180000,332709641,299,UUYsa8SOy3TkoxI5D17s1u-w
425,Tj Hunt,Autos & Vehicles,2,18,4729,2009,11,2130000,633965250,1723,UULQJGvzJiYGhGAGvwodRL4A
426,RoCars,Autos & Vehicles,2,834,5761,2007,1,2120000,711003896,318,UUPOhQupz3MwGSIBG0OqVnAg
427,Itsdanielmac,Autos & Vehicles,2,217,764,2020,10,2090000,1413042268,580,UUYRg9w3AfuRCKfh4JcDp8xw
428,WHAT'S INSIDE? FAMILY,Autos & Vehicles,2,447,2530,2015,12,2040000,646679174,585,UUXgoURISTjifYA7CG55xpkA
429,Kica Kids TV,Autos & Vehicles,2,513,2478,2016,1,2020000,37172,2,UUKO19yF-1mobWkq3eNFbSoQ
430,Чердак,Autos & Vehicles,2,558,3207,2014,1,2010000,221545846,206,UUWG86L4tau8SZ4jRqiVco5g
431,CAR TV,Autos & Vehicles,2,157,3084,2014,5,1920000,461893944,206,UUs_gcVRMHEx5mVXfQ7icQTg
432,THE DRIVE,Autos & Vehicles,2,203,6187,2005,11,1920000,466783220,1315,UU5rBpVgv83gYPZ593XwQUsA
433,1A Auto: Repair Tips & Secrets Only Mechanics Know,Autos & Vehicles,2,963,5648,2007,5,1910000,773983341,9183,UUVvE8kQTuZEykvMFZBVzftg
434,throtl,Autos & Vehicles,2,603,2350,2016,5,1900000,253550808,1011,UUCwfRj2zwwmPfphv4Hh9weQ
